1305031102.3432331,-0.004856465,0.05185739,0.04364531,0.003982968,-0.01171135,0.00162151,0.9999222
1305031102.375329,-0.003867655,0.05879358,0.05338148,0.005627387,-0.01418382,0.001509435,0.9998825
1305031102.411258,-0.003873735,0.06299748,0.06172251,0.005470964,-0.01733463,0.0006301897,0.9998346
1305031102.4432709,-0.004763954,0.07665011,0.06814744,0.006196361,-0.02030665,0.0009247023,0.9997742
1305031102.475318,-0.004085161,0.08677702,0.08014725,0.00480652,-0.02276547,0.0003685202,0.9997292
1305031102.511219,-0.004393862,0.09755425,0.09002154,0.00609983,-0.02160637,-0.001726291,0.9997465
1305031102.54322,-0.006496317,0.1008661,0.1001025,0.003894556,-0.01918066,-0.003881276,0.9998009
1305031102.5752859,-0.00634197,0.1049032,0.1122527,0.006266481,-0.01772932,-0.006149672,0.9998043
1305031102.611233,-0.004425045,0.1041966,0.1253682,0.009774273,-0.01679106,-0.005068937,0.9997984
1305031102.643265,-0.00361944,0.107746,0.1334247,0.01220179,-0.01724705,-0.002661176,0.9997733
1305031102.6752851,-0.006845151,0.1234174,0.1427728,0.01937738,-0.01705933,-0.002294223,0.9996641
1305031102.7112629,-0.009867548,0.1266541,0.153667,0.02122679,-0.01577081,-0.001451734,0.9996492
1305031102.7432339,-0.008155816,0.145399,0.1637165,0.02975733,-0.01727333,0.000997612,0.9994074
1305031102.7754719,-0.01232312,0.1515983,0.1753458,0.03245644,-0.01273776,-0.002745762,0.9993882
1305031102.8112321,-0.008454731,0.1617661,0.1869237,0.03651879,-0.01184979,-0.001528216,0.9992616
1305031102.8432901,-0.005303503,0.1638172,0.1995412,0.03691399,-0.01033948,-0.003040731,0.9992604
1305031102.8753631,-0.01789257,0.1552937,0.2038192,0.032948,2.169358e-05,-0.0071584,0.9994314
1305031102.911185,-0.00807479,0.1643277,0.2161625,0.03886775,-0.004674766,-0.007646999,0.9992042
1305031102.943229,-0.02384575,0.1736394,0.2185692,0.04283771,0.004326458,-0.005707141,0.9990564
1305031102.975203,-0.02533605,0.1795521,0.2236485,0.04470979,-0.001358217,-0.006268018,0.9989794
